,name,rating,reviews,cinfo
4405,COWI,4.1,154,Engineering & Construction | 201-500 Employees | 93 years old | Lyngby +4 more
4406,Srei Sahaj e-Village,3.9,154,Retail | 201-500 Employees (Global) | 15 years old | Kolkata +31 more
4407,IFB Automotive,3.9,154,Auto Components | 501-1k Employees | 49 years old | Bangalore  +12 more
4408,Software AG,4.2,154,Software Product | 1k-5k Employees | 54 years old | Darmstadt +11 more
4409,eMudhra,3.3,154,Software Product | 501-1k Employees | 15 years old | Bangalore/Bengaluru +14 more
4410,NOVO Medisciences,2.7,154,Pharma | 201-500 Employees | 77 years old | Mumbai +18 more
4411,Shriram Fortune Solutions,4,154,Financial Services | 501-1k Employees | 49 years old | Chennai +76 more
4412,Bharat Wire Ropes,3.6,154,Iron & Steel | 201-500 Employees | Public | 37 years old | Mumbai +6 more
4413,Electropneumatics & Hydraulics (I),3.9,154,Industrial Machinery | 501-1k Employees | 51 years old | Pune +3 more
4414,Informatica Business Solutions,4.2,154,Software Product | 1k-5k Employees | 30 years old | Redwood City +4 more
4415,Amec Foster Wheeler,3.8,154,Oil & Gas | 1k-5k Employees | 41 years old | Aberdeen +13 more
4416,Indus Valley Partners,3.6,154,IT Services & Consulting | 201-500 Employees | 23 years old | New York +6 more
4417,OmniActive Health Technologies,3.6,154,Fitness & Wellness | 501-1k Employees | Public | 19 years old | Mumbai +9 more
4418,Alcatel-Lucent,4.4,154,Telecom | 201-500 Employees | Public | 31 years old | Boulogne Billancourt Cedex +22 more
4419,Locuz Enterprise Solutions,4.2,154,IT Services & Consulting | 501-1k Employees | Public | 24 years old | Hyderabad/Secunderabad +12 more
4420,Sunil Hitech Engineers,4.2,154,Engineering & Construction | 501-1k Employees | Public | 25 years old | Hyderabad/Secunderabad +28 more
4421,Varroc Lighting Systems,4,154,Auto Components | 501-1k Employees | 11 years old | Plymouth +7 more
4422,Infoesearch Ites,3.1,154,Media & Entertainment | 51-200 Employees | 16 years old | Hyderabad +4 more
4423,Four Seasons Hotel,4.2,154,Hospitality | 501-1k Employees | Public | 26 years old | Toronto +18 more
4424,FOX Solutions,3.6,154,Industrial Machinery | 201-500 Employees | 28 years old | Nasik/Nashik +12 more
4425,Sam India Built Well,3.5,154,Engineering & Construction | 5k-10k Employees | 25 years old | New Delhi +13 more
4426,Berar Finance,4.1,154,Financial Services | 51-200 Employees | Public | 33 years old | Nagpur +53 more
4427,Jms Mining Services,3.6,154,Metals & Mining | 201-500 Employees | 21 years old | Kolkata +20 more
4428,Dr Mohan's Diabetes Specialities Centre,4.1,154,Healthcare | 1k-5k Employees | 32 years old | Chennai +29 more
4429,Azentio,3.3,154,Software Product | 1k-5k Employees | Singapore +14 more
4430,National Institute for Smart Government,3.6,154,Management Consulting | 501-1k Employees | 21 years old | Delhi +28 more
4431,Sakon,3.5,153,Software Product | 501-1k Employees | 20 years old | Concord +2 more
4432,Velnik India,3.3,153,Beauty & Personal Care | 1k-5k Employees | 6 years old | Indore +29 more
4433,LetsTransport,3.3,153,Logistics | 201-500 Employees | Startup | 8 years old | Bangalore +22 more
4434,Shaadi.com,3.6,153,Internet | 201-500 Employees | 27 years old | Mumbai +25 more
4435,Celebi Delhi Cargo Terminal Management,3.9,153,Aviation | 5k-10k Employees | 65 years old | Istanbul +1 more
4436,IT By Design,3.6,153,IT Services & Consulting | 201-500 Employees | 20 years old | Jersey City +6 more
4437,InnovationM,3.9,153,IT Services & Consulting | 201-500 Employees | 13 years old | Noida +5 more
4438,PurpleTalk,4.1,153,Gaming | 501-1k Employees | 15 years old | Dallas +4 more
4439,South Eastern Coalfields,4.3,153,Metals & Mining | 5k-10k Employees (Global) | Central | 38 years old | Bilaspur +19 more
4440,Faber India,4.3,153,Consumer Electronics & Appliances | 201-500 Employees | 68 years old | Pune +32 more
4441,PurpleTalk,4.1,153,Gaming | 501-1k Employees | 15 years old | Dallas +4 more
4442,Stefanini,3.6,153,IT Services & Consulting | 501-1k Employees | 21 years old | JaguariÃºna +8 more
4443,Emirates NBD,4.1,153,Banking | 201-500 Employees | Public | 60 years old | Dubai +9 more
4444,InnovationM,3.9,153,IT Services & Consulting | 201-500 Employees | 13 years old | Noida +5 more
4445,IREO,4.2,153,Real Estate | 501-1k Employees | 19 years old | Gurgaon/Gurugram +8 more
4446,Marine Electricals,3.7,153,Electrical Equipment | 201-500 Employees | 45 years old | Mumbai +16 more
4447,OPERATIONAL ENERGY GROUP INDIA,3.6,153,Oil & Gas | 201-500 Employees | 16 years old | Chennai +39 more
4448,Parsons International,4.2,153,IT Services & Consulting | 1-10 Employees | 79 years old | Centreville +13 more
4449,Bright Life Care,4,153,Fitness & Wellness | 1k-5k Employees | 12 years old | Gurgaon +32 more
4450,RAKS Pharma,3.9,153,Pharma | 201-500 Employees | 15 years old | Visakhapatnam/Vizag +7 more
4451,Future Consumer,4.3,153,FMCG | 1k-5k Employees | Public | 27 years old | Mumbai +27 more
4452,Hotel Park Plaza,4.4,153,Hospitality | 5k-10k Employees (Global) | 37 years old | London +16 more
4453,HDFC Credila Financial Services,3.9,153,Financial Services | 501-1k Employees | 17 years old | Mumbai +23 more
4454,Xeam Ventures,4,153,Recruitment | 51-200 Employees | 19 years old | Mohali +40 more
4455,ILJIN AUTOMOTIVE,3.7,153,Automobile | 50 years old | Seoul +10 more
4456,Xrbia Developers,2.8,153,Real Estate | 201-500 Employees | 11 years old | Pune +7 more
4457,LetsTransport,3.3,153,Logistics | 201-500 Employees | Startup | 8 years old | Bangalore +22 more
4458,Shaadi.com,3.6,153,Internet | 201-500 Employees | 27 years old | Mumbai +25 more
4459,Celebi Delhi Cargo Terminal Management,3.9,153,Aviation | 5k-10k Employees | 65 years old | Istanbul +1 more
4460,Sakon,3.5,153,Software Product | 501-1k Employees | 20 years old | Concord +2 more
4461,Velnik India,3.3,153,Beauty & Personal Care | 1k-5k Employees | 6 years old | Indore +29 more
4462,Flipkart Wholesale,4.1,153,11-50 Employees | Bengaluru/Bangalore +41 more
4463,Captain Fresh,3.7,153,Logistics | 501-1k Employees | Startup | 4 years old | Bangalore +16 more
4464,Hawkins Cookers,3.8,152,501-1k Employees | Public | 64 years old | Mumbai +24 more
4465,Agappe Diagnostics,4,152,Healthcare | 501-1k Employees | 25 years old | Ernakulam +23 more
4466,SevenMentor,4.7,152,IT Services & Consulting | 51-200 Employees | 14 years old | Pune +2 more
4467,Yethi Consulting,3.6,152,IT Services & Consulting | 501-1k Employees | Startup | 10 years old | Bangalore/Bengaluru +9 more
4468,Metacube Software,4.1,152,IT Services & Consulting | 1k-5k Employees | 19 years old | Jaipur +2 more
4469,Acidaes Solutions,3.5,152,IT Services & Consulting | 1k-5k Employees | 22 years old | Noida +5 more
4470,Synokem Pharmaceuticals,3.9,152,Pharma | 201-500 Employees | 40 years old | New Delhi +12 more
4471,EASi,3.5,152,Industrial Machinery | 501-1k Employees | 42 years old | Hanover +8 more
4472,TCS e-Serve International,3.8,152,BPO | 5k-10k Employees | Mumbai +22 more
4473,GE Capital,4.5,152,Financial Services | 10k-50k Employees | 91 years old | Norwalk +10 more
4474,Edac Engineering,3.6,152,Engineering & Construction | 1k-5k Employees | 36 years old | Chennai +15 more
4475,Snowman Logistics,4.1,152,Logistics | 201-500 Employees | Public | 27 years old | Bangalore/Bengaluru +24 more
4476,Dentsu Aegis Network,3.8,152,Marketing & Advertising | 1k-5k Employees | Conglomerate | 34 years old | London +10 more
4477,A2Z Infraservices,3.9,152,Facility Management Services | 201-500 Employees | Public | 21 years old | Gurgaon/Gurugram +21 more
4478,The Smart Cube,3.7,152,Management Consulting | 501-1k Employees | 20 years old | London +7 more
4479,Leayan Global,4.1,152,Fashion & Textile | 1k-5k Employees | 18 years old | Kanpur +30 more
4480,Manba Finance,3.7,152,NBFC | 501-1k Employees | Public | 27 years old | Mumbai +20 more
4481,Megafine Pharma,3.9,152,Pharma | 201-500 Employees | 28 years old | Mumbai +8 more
4482,Patton International,3.6,152,Iron & Steel | 51-200 Employees | 33 years old | Kolkata +3 more
4483,Magma Housing Finance,4.2,152,Financial Services | 5k-10k Employees | Public | 34 years old | Kolkata +58 more
4484,DS Spiceco,4.1,152,Food Processing | 501-1k Employees | 36 years old | Noida +45 more
4485,Toshiba Software India,3.7,152,IT Services & Consulting | 1k-5k Employees | 21 years old | Bengaluru/Bangalore +7 more
4486,SOS Children's Village,3.7,152,Non-Profit | 1k-5k Employees | 74 years old | Imst +30 more
4487,KLJ GROUP,3.6,152,Petrochemicals | 1k-5k Employees | Public | 56 years old | New Delhi +16 more
4488,Oerlikon Graziano Transmission,4.3,152,Industrial Machinery | 1k-5k Employees | 117 years old | Pfaffikon +10 more
4489,Tirupati Medicare,4,152,Pharma | 1k-5k Employees | 18 years old | Paonta Sahib +12 more
4490,Dorset Industries,3.5,152,Building Material | 201-500 Employees | 28 years old | Gurgaon +27 more
4491,Merkle Sokrati,3.7,152,Marketing & Advertising | 1k-5k Employees | Pune +3 more
4492,Fisdom,3.9,152,Internet | 501-1k Employees | Startup | 8 years old | Bangalore +27 more
4493,Olectra Greentech,3.2,152,Electrical Equipment | 201-500 Employees | Public | 31 years old | Hyderabad/Secunderabad +12 more
4494,Exeltis,4,152,Pharma | 1k-5k Employees | 20 years old | Madrid +26 more
4495,Dixcy Textiles,4.2,152,1k-5k Employees | 39 years old | Bangalore/Bengaluru +30 more
4496,Accurate Engineering Company,3.5,152,Industrial Machinery | 51-200 Employees | 60 years old | Pune +20 more
4497,Befree Business Resourceing,3.4,152,Accounting & Auditing | 1k-5k Employees | 17 years old | Parramatta +8 more
4498,Schott Poonawalla,3.8,152,Packaging | 1k-5k Employees | Daman & Diu +11 more
4499,Dotsquares,3.5,151,IT Services & Consulting | 1k-5k Employees | 21 years old | London +2 more
4500,Hindustan Urvarak & Rasayan,3.2,151,51-200 Employees | Gorakhpur +12 more
4501,Hiranandani Financial Services,4.4,151,Financial Services | 51-200 Employees | 6 years old | Mumbai +44 more
4502,Hero Housing Finance,4,151,Financial Services | 501-1k Employees | Startup | 6 years old | New Delhi +45 more
4503,Daffodil Software,3.7,151,IT Services & Consulting | 201-500 Employees | Conglomerate | 24 years old | Grandville +5 more
4504,Dotsquares,3.5,151,IT Services & Consulting | 1k-5k Employees | 21 years old | London +2 more
4505,Continuum Managed Services,4,151,IT Services & Consulting | 51-200 Employees | Conglomerate | 18 years old | Tampa +4 more
4506,Vedang Radio Technology,3.9,151,Telecom | 501-1k Employees | 18 years old | Mumbai +22 more
4507,o9 Solutions,3.9,151,IT Services & Consulting | 1k-5k Employees | 14 years old | Dallas +1 more
4508,National Aerospace Laboratories,4.5,151,Defence & Aerospace | 1k-5k Employees | 64 years old | Bangalore/Bengaluru +2 more
4509,Alf Engineering,4,151,Auto Components | 201-500 Employees | 17 years old | Nasik/Nashik +10 more
4510,Shanthi Gears,3.5,151,Auto Components | 501-1k Employees | Public | 54 years old | Coimbatore +11 more
4511,EagleBurgmann,3.7,151,Industrial Machinery | 501-1k Employees | 139 years old | Wolfratshausen +15 more
4512,Precision Camshafts,3.2,151,Auto Components | 201-500 Employees | Public | 31 years old | Solapur +2 more
4513,Siegwerk,4.1,151,Chemicals | 501-1k Employees | 193 years old | Siegburg +14 more
4514,Sunteck Realty,3.4,151,Real Estate | 51-200 Employees | Public | 42 years old | Mumbai +7 more
4515,Bombay Stock Exchange,3.8,151,Financial Services | 1k-5k Employees | 148 years old | Mumbai +9 more
4516,Navneet Education,3.7,151,Printing & Publishing | 501-1k Employees | Public | 64 years old | Mumbai +24 more
4517,Chain-Sys,3.8,151,IT Services & Consulting | 501-1k Employees | 25 years old | Grand Ledge +5 more
4518,Betsol,3.5,151,IT Services & Consulting | 501-1k Employees | 21 years old | Broomfield +2 more
4519,Filatex India,4,151,Fashion & Textile | 1k-5k Employees | Public | 33 years old | Noida +9 more
4520,Shriram Properties,3.7,151,Real Estate | 501-1k Employees | 28 years old | Bangalore/Bengaluru +8 more
4521,Anchor Health and Beauty Care,3.9,151,Beauty & Personal Care | 501-1k Employees | 31 years old | Mumbai +36 more
4522,Overnite Express,3.6,151,Logistics | 1-10 Employees | 36 years old | Delhi/NCR +34 more
4523,TA Digital,4,151,IT Services & Consulting | 501-1k Employees | 23 years old | Newark +3 more
4524,Edward Food Research and Analysis Centre,3.7,151,Analytics & KPO | 51-200 Employees | 102 years old | Kolkata +4 more
4525,Apmosys Technologies,3.8,151,IT Services & Consulting | 51-200 Employees | 11 years old | Mumbai +3 more
4526,Hyderabad Metro Rail,3.9,151,Railways | 5k-10k Employees | 13 years old | Hyderabad  +5 more
4527,Andhra Pradesh State Skill Developmentcorporation,3.9,151,Non-Profit | 201-500 Employees | 9 years old | Vijayawada +24 more
4528,Maxvalue Credits & Investments,4.5,151,NBFC | 1k-5k Employees | Public | 7 years old | Thrissur +25 more
4529,Nibav Lifts,3.5,151,Industrial Machinery | 501-1k Employees | 4 years old | Chennai +24 more
4530,Suez Water Technologies and Solutions,4.2,150,Waste Management | 5k-10k Employees | Public | 54 years old | Trevose +27 more
4531,BOLD Technology Systems,3.4,150,Internet | 501-1k Employees | 19 years old | San Juan +5 more
4532,EPIQ Systems,4,150,IT Services & Consulting | 501-1k Employees | 35 years old | New York +4 more
4533,Exusia,4.2,150,IT Services & Consulting | 201-500 Employees | 11 years old | Miami +8 more
4534,WEG,3.7,150,Electronics Manufacturing | 201-500 Employees | Forbes Global 2000 | 62 years old | Tamil Nadu +6 more
4535,Oxford University Press,3.6,150,Printing & Publishing | 201-500 Employees | 545 years old | Oxford +25 more
4536,AIG Business Solution,4.4,150,IT Services & Consulting | 51-200 Employees | 10 years old | Gurgaon/Gurugram +4 more
4537,Ultra Engineers,4.1,150,Industrial Machinery | 1k-5k Employees | 32 years old | Pune +4 more
4538,Gracure Pharmaceuticals,3.5,150,Pharma | 501-1k Employees | 31 years old | Delhi/NCR +6 more
4539,HCL Infotech,4,150,IT Services & Consulting | 1 Lakh+ Employees (Global) | 32 years old | Noida +22 more
4540,Malladi Drugs & Pharmaceuticals,4,150,Pharma | 201-500 Employees | 43 years old | Chennai +11 more
4541,Allergan,4,150,Healthcare | 1k-5k Employees | Forbes Global 2000 | 10 years old | Dublin +23 more
4542,Capillary Technologies,4,150,IT Services & Consulting | 501-1k Employees | 15 years old | Singapore +4 more
4543,Fashion TV,4,150,Broadcasting | 51-200 Employees | Paris +6 more
4544,Indifi Technologies,3.7,150,Financial Services | 501-1k Employees | Startup | 8 years old | Gurgaon +6 more
4545,Roha Dyechem,3.1,150,Food Processing | 501-1k Employees | 51 years old | Mumbai +8 more
4546,Madhu Jayanti International,3.8,150,FMCG | 201-500 Employees | Public | 81 years old | Kolkata +29 more
4547,Simpson,3.8,150,Auto Components | 201-500 Employees | 183 years old | Chennai +5 more
4548,Indian Council of Agricultural Research,4.1,150,Education & Training | 501-1k Employees | 94 years old | New Delhi +39 more
4549,Kovai Medical Center and Hospital,4.4,150,Healthcare | 201-500 Employees | Public | 38 years old | Coimbatore +7 more
4550,Narula Infrastructure,3.6,150,Engineering & Construction | 51-200 Employees | 18 years old | Kolkata +36 more
4551,Ultra Engineers,4.1,150,Industrial Machinery | 1k-5k Employees | 32 years old | Pune +4 more
4552,Technique Control Facility Management,3.7,150,Facility Management Services | 51-200 Employees | 13 years old | Bangalore/Bengaluru +16 more
4553,Suez Water Technologies and Solutions,4.2,150,Waste Management | 5k-10k Employees | Public | 54 years old | Trevose +27 more
4554,BOLD Technology Systems,3.4,150,Internet | 501-1k Employees | 19 years old | San Juan +5 more
4555,Gracure Pharmaceuticals,3.5,150,Pharma | 501-1k Employees | 31 years old | Delhi/NCR +6 more
4556,HCL Infotech,4,150,IT Services & Consulting | 1 Lakh+ Employees (Global) | 32 years old | Noida +22 more
4557,Noida Power Company,4.3,150,Power | 1k-5k Employees | 30 years old | Greater Noida +5 more
4558,EPIQ Systems,4,150,IT Services & Consulting | 501-1k Employees | 35 years old | New York +4 more
4559,Ahresty India,3.8,150,Auto Components | 51-200 Employees | 16 years old | Rewari +7 more
4560,Dalmia Bharat Sugar & Industries,3.9,150,Food Processing | 1k-5k Employees | Public | 29 years old | New Delhi +13 more
4561,Fraazo,3.4,150,Internet | 51-200 Employees | Startup | 7 years old | Mumbai +12 more
4562,Arkray Healthcare,3.8,150,Healthcare | 201-500 Employees | 63 years old | Mumbai +27 more
4563,Quest Diagnostics,3.5,150,Clinical Research | 501-1k Employees | Forbes Global 2000 | 56 years old | Secaucus +11 more
4564,Voylla,3.6,149,Jewellery | 201-500 Employees | Startup | 11 years old | Jaipur +37 more
4565,Marsh,4.1,149,Insurance | 1k-5k Employees | 54 years old | New York +6 more
4566,QX,3.6,149,BPO | 1k-5k Employees | 20 years old | Skipton +4 more
4567,CignaTTk Health Insurance,3.9,149,Insurance | 1k-5k Employees | 11 years old | Mumbai +35 more
4568,Bill Forge,3.7,149,Auto Components | 201-500 Employees | 38 years old | Bangalore/Bengaluru +7 more
4569,Carrefour,4,149,Retail | 201-500 Employees | Forbes Global 2000 | 64 years old | Massy +22 more
4570,Ring Plus Aqua,3.8,149,Auto Components | 201-500 Employees | Public | 26 years old | Thane +8 more
4571,SCM Garments,3.9,149,Fashion & Textile | 501-1k Employees | 34 years old | Agartala +10 more
4572,Avanse Financial Services,4,149,Financial Services | 201-500 Employees | Startup | 11 years old | Mumbai +22 more
4573,Domino Printech,4.1,149,Printing & Publishing | 201-500 Employees | 27 years old | Gurgaon/Gurugram +22 more
4574,Eternis Fine Chemicals,3.8,149,Chemicals | 201-500 Employees | Public | 35 years old | Mumbai +7 more
4575,Narayana Junior College,4,149,Education & Training | 10k-50k Employees | 44 years old | Hyderabad +25 more
4576,ICPA Health Products,3.1,149,Healthcare | 51-200 Employees | Public | 40 years old | Mumbai +23 more
4577,Star Hospitals,4.1,149,Healthcare | 51-200 Employees | 18 years old | Hyderabad/Secunderabad +13 more
4578,Ncc Urban Infrastructure,4.1,149,Engineering & Construction | 201-500 Employees | 16 years old | Hyderabad/Secunderabad +23 more
4579,Green Park Hotels,3.8,149,Hospitality | 1k-5k Employees | 32 years old | Hyderabad/Secunderabad +14 more
4580,Kalyani Maxion Wheels,4,149,Auto Components | 10k-50k Employees | 103 years old | Königswinter +3 more
4581,Smith & Nephew Healthcare,3.9,149,Medical Equipment | 1k-5k Employees | Public | 167 years old | United Kingdom +14 more
4582,SCM Garments,3.9,149,Fashion & Textile | 501-1k Employees | 34 years old | Agartala +10 more
4583,Voylla,3.6,149,Jewellery | 201-500 Employees | Startup | 11 years old | Jaipur +37 more
4584,Domino Printech,4.1,149,Printing & Publishing | 201-500 Employees | 27 years old | Gurgaon/Gurugram +22 more
4585,Ring Plus Aqua,3.8,149,Auto Components | 201-500 Employees | Public | 26 years old | Thane +8 more
4586,Carrefour,4,149,Retail | 201-500 Employees | Forbes Global 2000 | 64 years old | Massy +22 more
4587,QX,3.6,149,BPO | 1k-5k Employees | 20 years old | Skipton +4 more
4588,Marsh,4.1,149,Insurance | 1k-5k Employees | 54 years old | New York +6 more
4589,Eternis Fine Chemicals,3.8,149,Chemicals | 201-500 Employees | Public | 35 years old | Mumbai +7 more
4590,Narayana Junior College,4,149,Education & Training | 10k-50k Employees | 44 years old | Hyderabad +25 more
4591,Paradise Food Court,4,149,Hospitality | 1k-5k Employees | 70 years old | Hyderabad/Secunderabad +8 more
4592,ICPA Health Products,3.1,149,Healthcare | 51-200 Employees | Public | 40 years old | Mumbai +23 more
4593,Edelweiss Broking,3.6,149,Financial Services | 5k-10k Employees | 28 years old | Mumbai +34 more
4594,Vihaan Networks,4,149,Telecom | 501-1k Employees | 19 years old | Gurgaon/Gurugram +20 more
4595,Ayoki Fabricon,3.7,149,Engineering & Construction | 5k-10k Employees | 39 years old | Pune +19 more
4596,Ameex Technologies,3.8,149,IT Services & Consulting | 501-1k Employees | 16 years old | Schaumburg +3 more
4597,Gpt Infraprojects,3.8,149,Engineering & Construction | 1k-5k Employees | Public | 43 years old | Kolkata +18 more
4598,Mayur Uniquoters,4.1,149,Leather | 501-1k Employees | Public | 31 years old | Jaipur +4 more
4599,Cloudstrats Technologies,3.7,149,IT Services & Consulting | 51-200 Employees (Global) | 9 years old | New York +11 more
4600,Searce Cosourcing Services,3.3,149,IT Services & Consulting | 1k-5k Employees | 19 years old | Cupertino +7 more
4601,ANR Software Private Limited,3.8,148,IT Services & Consulting | 201-500 Employees | 19 years old | Noida +3 more
4602,IndiaCan,4.6,148,EdTech | 201-500 Employees | 15 years old | Noida +40 more
4603,Model N,4.8,148,Software Product | 501-1k Employees | Public | 24 years old | San Mateo
4604,National Securities Depository,3.3,148,Financial Services | 201-500 Employees | 27 years old | Mumbai +6 more
4605,Chitkara University,4.2,148,Education & Training | 501-1k Employees | 15 years old | Chandigarh +6 more
4606,GKB RX Lens,4.3,148,Medical Equipment | 1k-5k Employees | 64 years old | Kolkata +19 more
4607,ITC ABD,3.6,148,51-200 Employees | 113 years old | Kolkata +47 more
4608,Major Brands,3.8,148,Retail | 51-200 Employees | 22 years old | Mumbai +15 more
4609,Axio,4,148,Financial Services | 501-1k Employees | Startup | 10 years old | Bangalore +17 more
4610,Kanoria Chemicals & Industries,3.9,148,Chemicals | 1k-5k Employees | Public | 63 years old | Delhi/NCR +9 more
4611,Ritu Kumar,3.8,148,Fashion & Textile | 501-1k Employees | 54 years old | Gurgaon +28 more
4612,Institute of Language Management,4.1,148,Education & Training | 501-1k Employees | 22 years old | Bengaluru +8 more
4613,Porteck India Infoservices,3.9,148,IT Services & Consulting | 201-500 Employees | 21 years old | Jericho +5 more
4614,Apollo Medskills,4,148,Healthcare | 201-500 Employees | 11 years old | Hyderabad/Secunderabad +24 more
4615,DynPro,3.6,148,IT Services & Consulting | 51-200 Employees | 27 years old | Bangalore/Bengaluru +13 more
4616,Claritus Management Consulting,4.6,148,IT Services & Consulting | 51-200 Employees | 15 years old | Noida +4 more
4617,Diamond Beverages,3.5,148,Beverage | 201-500 Employees | 28 years old | Kolkata +3 more
4618,ITCube Solutions,3.5,148,IT Services & Consulting | 201-500 Employees | 20 years old | Pune +5 more
4619,Sun Direct TV,4.2,148,Broadcasting | 1k-5k Employees | 16 years old | Chennai +40 more
4620,Allen Solly,4.4,148,Fashion & Textile | 10k-50k Employees | Public | 279 years old | Bangalore/Bengaluru +45 more
4621,KGK Group,4,148,Jewellery | 201-500 Employees | 118 years old | Hong Kong +12 more
4622,Massive Restaurants,3.9,148,Hospitality | 501-1k Employees | 11 years old | Gurgaon +13 more
4623,Vedika Credit Capital,3.9,148,NBFC | 1k-5k Employees | Public | 28 years old | Ranchi +34 more
4624,C-quel Management Services,4.5,148,Accounting & Auditing | 11-50 Employees | 23 years old | Kolkata +13 more
4625,Premier Energies,4.2,148,501-1k Employees | Hyderabad/Secunderabad +7 more
4626,Computacenter,4.5,148,IT Services & Consulting | 1k-5k Employees | 42 years old | Hatfield +7 more
4627,Quantzig,4.8,147,51-200 Employees | Bengaluru/Bangalore +1 more
4628,Henkel,4,147,Chemicals | 501-1k Employees | Forbes Global 2000 | 58 years old | Mumbai +23 more
4629,BLS International Services,3.4,147,BPO | 51-200 Employees | Public | 40 years old | Delhi/NCR +36 more
4630,Dover India,4.1,147,Industrial Machinery | 501-1k Employees | Forbes Global 2000 | 20 years old | Downers Grove +5 more
4631,Alpha Design Technologies,4,147,Defence & Aerospace | 501-1k Employees | 20 years old | Bangalore +11 more
4632,Axles India,3.7,147,Auto Components | 1k-5k Employees | 42 years old | Chennai +12 more
4633,Affluent Global Services,3.6,147,IT Services & Consulting | 201-500 Employees | 11 years old | Hyderabad/Secunderabad +11 more
4634,ValGenesis,2.8,147,Software Product | 201-500 Employees | 18 years old | South San Francisco +4 more
4635,SPIE Oil & Gas Services,4.2,147,Oil & Gas | 51-200 Employees | 19 years old | Cergy +12 more
4636,L&T Infrastructure Engineering,4,147,Real Estate | 201-500 Employees | Chennai +13 more
4637,International Certification Services,3.4,147,Other | 201-500 Employees | 24 years old | Mumbai +29 more
4638,ETV Network,3.7,147,Broadcasting | 5k-10k Employees (Global) | 28 years old | Hyderabad/Secunderabad +12 more
4639,Jaypee Hotels,3.7,147,Hospitality | 501-1k Employees | Public | 43 years old | Delhi/NCR +12 more
4640,Fernandez Hospital,4.2,147,Healthcare | 1k-5k Employees | 75 years old | Hyderabad/Secunderabad
4641,Energy Efficiency Services,4,147,Power | 501-1k Employees | 14 years old | New Delhi +31 more
4642,PIX Transmissions,4.1,147,Fashion & Textile | 51-200 Employees | Public | 42 years old | Nagpur +7 more
4643,Vesuvius,3.9,147,Industrial Machinery | 501-1k Employees | Public | 32 years old | London +14 more
4644,Blue Cross Laboratories,3.9,147,Pharma | 1k-5k Employees | Public | 43 years old | Mumbai +27 more
4645,TRIGO Group,2.6,147,Auto Components | 11-50 Employees | 26 years old | Tel Aviv +22 more
4646,Geo Chem Laboratories,3.6,147,Industrial Machinery | 1k-5k Employees | 59 years old | Mumbai +17 more
4647,Aspire Home Finance,4,147,Insurance | 1k-5k Employees | 10 years old | Mumbai +60 more
4648,Awign Enterprises,3.6,147,Internet | 201-500 Employees | Startup | 7 years old | Bangalore +23 more
4649,Venkateshwar Hospital,3.5,147,Healthcare | 201-500 Employees | 18 years old | Delhi/NCR +4 more
4650,Shiva Pharmachem,4,147,Chemicals | 201-500 Employees | Public | 22 years old | Vadodara/Baroda +6 more
4651,Shri Bajrang Power & Ispat,4,147,Power | 1k-5k Employees | Public | 21 years old | Mumbai +7 more
4652,Shalimar Corp,4.1,147,Real Estate | 501-1k Employees | Lucknow +9 more
4653,Accurate Global Alliances,4.7,147,Recruitment | 51-200 Employees | 11 years old | Noida +4 more
4654,MINISO,4.1,146,Retail | 1k-5k Employees (Global) | 10 years old | Gurgaon/Gurugram +28 more
4655,Novel Office,4,146,Real Estate | 201-500 Employees | 30 years old | Bengaluru/Bangalore +11 more
4656,SAVIC Technologies,3.4,146,IT Services & Consulting | 201-500 Employees | 7 years old | Navi Mumbai +10 more
4657,Hipad Technology India,4,146,Electronics Manufacturing | 1k-5k Employees (Global) | 7 years old | Noida +3 more
4658,Sterlite Industries,4.3,146,Other | 201-500 Employees | Public | 48 years old | Mumbai +16 more
4659,Mirafra Technologies,3.9,146,Semiconductors | 501-1k Employees | 19 years old | Bangalore/Bengaluru +4 more
4660,Mangalam Cement,4.1,146,Building Material | 1k-5k Employees | Public | 47 years old | Kolkata +19 more
4661,Technofab Engineering,4,146,Oil & Gas | 201-500 Employees | Public | 52 years old | Delhi/NCR +18 more
4662,Sahajanand Laser Technology,3.4,146,Industrial Machinery | 501-1k Employees | Public | 34 years old | Gandhinagar +18 more
4663,Sand Martin Consultants,3,146,BPO | 501-1k Employees | 39 years old | New Delhi +6 more
4664,Uttam Value Steels,4.1,146,Iron & Steel | 1k-5k Employees | Public | 49 years old | Mumbai +7 more
4665,Gulf Spic General Trading & Contracting Company,3.8,146,Engineering & Construction | 5k-10k Employees (Global) | 26 years old | Fahaheel +7 more
4666,Anlage Infotech,3.9,146,IT Services & Consulting | 11-50 Employees | 27 years old | Mumbai +12 more
4667,KK Spun Pipes,3,146,Industrial Machinery | 201-500 Employees | 46 years old | Faridabad +14 more
4668,Rudrabhishek Enterprises,3.5,146,Urban Transport | 201-500 Employees | Public | 31 years old | Delhi/NCR +22 more
4669,Godawari Power & Ispat,4.3,146,Iron & Steel | 1k-5k Employees | Public | 24 years old | Raipur +6 more
4670,Jubilant Industries,3.9,146,Chemicals / Agri Inputs | 501-1k Employees | Public | 16 years old | Noida +31 more
4671,Indo Count Industries,4,146,Fashion & Textile | 1k-5k Employees | Public | 35 years old | Mumbai +12 more
4672,Prakash Industries,3.7,146,Metals & Mining | 501-1k Employees | Public | 43 years old | New Delhi +32 more
