,name,rating,reviews,cinfo
8905,PeopleStrong Technologies,3.6,75,Software Product | 1k-5k Employees | 17 years old | Gurgaon/Gurugram +5 more
8906,EzappSolution,4.8,75,IT Services & Consulting | 51-200 Employees | 15 years old | Gurgaon/Gurugram +8 more
8907,Exotel,2.7,75,Internet | 51-200 Employees | 12 years old | Bangalore +5 more
8908,AVYAIT,4,75,51-200 Employees | 3 years old | Hyderabad
8909,Gainwell Technologies,4.1,75,IT Services & Consulting | 501-1k Employees | 14 years old | Virginia +8 more
8910,Newton School: Pay after Placement,3.2,75,Internet | 501-1k Employees | Startup | 4 years old | Bangalore +4 more
8911,Ice Mortgage Technology,4.4,75,Software Product | 501-1k Employees | Public | 23 years old | Atlanta +1 more
8912,AG&P Pratham,3.9,75,Chennai +13 more
8913,Parle Global Technologies,4.1,75,Pharma | 201-500 Employees | 49 years old | Thane +9 more
8914,Druva,3.5,74,Software Product | 501-1k Employees | Indian Unicorn | 15 years old | Santa Clara +3 more
8915,Envision Enterprise Solutions,3,74,IT Services & Consulting | 51-200 Employees | 17 years old | New Jersey +2 more
8916,Goqii,3.9,74,Fitness & Wellness | 51-200 Employees | Startup | 9 years old | Mumbai +9 more
8917,Galderma,4,74,Healthcare | 201-500 Employees | 42 years old | Lausanne +19 more
8918,HLE Engineers,3.9,74,Industrial Machinery | 501-1k Employees | 42 years old | Navsari +7 more
8919,Mersen,3.5,74,201-500 Employees | 132 years old | Courbevoie +4 more
8920,Ascentrik Research Services,1.6,74,IT Services & Consulting | 201-500 Employees | 13 years old | Mumbai +6 more
8921,Edufic Digital,4,74,EdTech | 201-500 Employees | Chennai +3 more
8922,Valenta AI Private Limited,3.4,74,IT Services & Consulting | 201-500 Employees | 12 years old | North York +7 more
8923,NNE,3.8,74,Engineering & Construction | 201-500 Employees | Public | 32 years old | Virum +8 more
8924,Zieta Technologies,3.3,74,IT Services & Consulting | 201-500 Employees | 22 years old | Atlanta +7 more
8925,Cambata Aviation,4.8,74,Aviation | 1k-5k Employees | 69 years old | New Delhi +6 more
8926,RFCL,3.3,74,Analytics & KPO | 11-50 Employees | 8 years old | Delhi +4 more
8927,Axis Mutual Fund,4.3,74,Financial Services | 501-1k Employees | Public | 14 years old | Mumbai +25 more
8928,Zen Technologies,3.2,74,Consumer Electronics & Appliances | 201-500 Employees | Public | 30 years old | Hyderabad +4 more
8929,Sumitomo Mitsui Banking Corporation,2.6,74,Financial Services | 201-500 Employees | 22 years old | New York +3 more
8930,Transaction Solution International India,3.7,74,IT Services & Consulting | 51-200 Employees | 18 years old | New Delhi +9 more
8931,Mckinsey Knowledge Center,4.1,74,Management Consulting | 1k-5k Employees | 25 years old | Chennai +5 more
8932,Hind Terminals,4.1,74,Logistics | 1k-5k Employees | 18 years old | Mumbai +14 more
8933,PFSweb,4,74,Logistics | 201-500 Employees | 24 years old | Texas +2 more
8934,HyTech Professionals,3.2,74,IT Services & Consulting | 201-500 Employees | 19 years old | Rockville +1 more
8935,INOXCVA,3.9,74,Financial Services | 1k-5k Employees | 31 years old | Vadodara +7 more
8936,Alexander Mann Solutions,3.3,74,Recruitment | 201-500 Employees | 27 years old | London +11 more
8937,Spi Cinemas,4.7,74,Media & Entertainment | 201-500 Employees | 32 years old | Chennai +10 more
8938,Mallcom,3.8,74,BPO | 1k-5k Employees | Public | 40 years old | Kolkata +7 more
8939,Indian Potash,3.8,74,Agro Chemicals | 1k-5k Employees | 68 years old |  Chennai +22 more
8940,Sumitomo Mitsui Banking Corporation,2.6,74,Financial Services | 201-500 Employees | 22 years old | New York +3 more
8941,NNE,3.8,74,Engineering & Construction | 201-500 Employees | Public | 32 years old | Virum +8 more
8942,Valenta AI Private Limited,3.4,74,IT Services & Consulting | 201-500 Employees | 12 years old | North York +7 more
8943,PFSweb,4,74,Logistics | 201-500 Employees | 24 years old | Texas +2 more
8944,Provab Technosoft,3.2,74,IT Services & Consulting | 201-500 Employees | 20 years old | Bangalore/Bengaluru +1 more
8945,Raj Industries,3.5,74,Packaging | 51-200 Employees | 15 years old | Bhiwadi +18 more
8946,Vasant Masala,4.1,74,Retail | 51-200 Employees | 53 years old | Ahmedabad +16 more
8947,Garuda Polyflex Foods,3.9,74,FMCG | 501-1k Employees | 11 years old | Bangalore/Bengaluru +15 more
8948,Jain Farm Fresh Foods,3.6,74,FMCG | 201-500 Employees | Public | 60 years old | Jalgaon +10 more
8949,Kyocera Ctc Precision Tools,3.6,74,Industrial Machinery | 51-200 Employees | 11 years old | Gurgaon +7 more
8950,Transaction Solution International India,3.7,74,IT Services & Consulting | 51-200 Employees | 18 years old | New Delhi +9 more
8951,Edufic Digital,4,74,EdTech | 201-500 Employees | Chennai +3 more
8952,Hind Terminals,4.1,74,Logistics | 1k-5k Employees | 18 years old | Mumbai +14 more
8953,Ruban Memorial Hospital,4.1,74,Healthcare | 501-1k Employees | 23 years old | Patna
8954,TNPL,4.2,74,Pulp & Paper | 201-500 Employees | 38 years old | Chennai +6 more
8955,Dewar's Garage,3.1,74,Automobile | 201-500 Employees | 28 years old | Kolkata
8956,Edify School,3.9,74,11-50 Employees | Firozabad +17 more
8957,S.H. Kelkar & Co.,4.2,74,Chemicals | 1k-5k Employees | 15 years old | Mumbai +8 more
8958,Conde Nast India,3.6,74,Printing & Publishing | 201-500 Employees | 16 years old | New York +4 more
8959,Nxtgen Datacenter Cloud Technologies,3.1,74,IT Services & Consulting | 201-500 Employees | Startup | 11 years old | Bangalore +5 more
8960,Nippon Data Systems,4,74,IT Services & Consulting | 201-500 Employees | 29 years old | Noida +11 more
8961,Colan Infotech,4,74,IT Services & Consulting | 201-500 Employees | 14 years old | Chennai +5 more
8962,Via.com,3.7,74,Media & Entertainment | 201-500 Employees | 18 years old | Bengaluru/Bangalore +10 more
8963,Zieta Technologies,3.3,74,IT Services & Consulting | 201-500 Employees | 22 years old | Bengaluru/Bangalore +7 more
8964,SHL,3.6,74,Recruitment | 1k-5k Employees | 46 years old | Gurgaon/Gurugram +7 more
8965,Mahesh Tutorials,3.3,74,Education & Training | 11-50 Employees (Global) | 35 years old | Navi Mumbai +10 more
8966,Bacancy Technology,3.4,74,IT Services & Consulting | 501-1k Employees | 12 years old | Ahmedabad +2 more
8967,Mallcom,3.8,74,BPO | 1k-5k Employees | Public | 40 years old | Kolkata +7 more
8968,Ascentrik Research Services,1.6,74,IT Services & Consulting | 201-500 Employees | 13 years old | Navi Mumbai +6 more
8969,Galderma,4,74,Healthcare | 201-500 Employees | 42 years old | Mumbai +19 more
8970,Secure Parking Solutions,4.5,74,Urban Transport | 1k-5k Employees | 44 years old | Gurgaon/Gurugram +15 more
8971,Cambridge University Press,3.3,74,Printing & Publishing | 51-200 Employees | 489 years old | Navi Mumbai +13 more
8972,Alexander Mann Solutions,3.3,74,Recruitment | 201-500 Employees | 27 years old | Mumbai +11 more
8973,Spi Cinemas,4.7,74,Media & Entertainment | 201-500 Employees | 32 years old | Chennai +10 more
8974,INOXCVA,3.9,74,Financial Services | 1k-5k Employees | 31 years old | Vadodara +7 more
8975,Goqii,3.9,74,Fitness & Wellness | 51-200 Employees | Startup | 9 years old | Navi Mumbai +9 more
8976,Mckinsey Knowledge Center,4.1,74,Management Consulting | 1k-5k Employees | 25 years old | Gurgaon/Gurugram +5 more
8977,Indian Potash,3.8,74,Agro Chemicals | 1k-5k Employees | 68 years old | Muzaffarnagar +22 more
8978,Blue Tokai Coffee Roasters,3.7,74,Beverage | 201-500 Employees | Startup | 11 years old | New Delhi +6 more
8979,Winkies,3.6,74,Kolkata +17 more
8980,Pritam International,3.6,74,Consumer Electronics & Appliances | 11-50 Employees | 23 years old | New Delhi +10 more
8981,Sourcefuse Technologies,4,74,IT Services & Consulting | 501-1k Employees | 17 years old | Jacksonville Beach +3 more
8982,Ganga Medical Centre & Hospitals,4.1,74,Healthcare | 501-1k Employees | 45 years old | Coimbatore +15 more
8983,Piano Presitel,2.9,74,Auto Components | 501-1k Employees | 45 years old | Thane +2 more
8984,Harness,4.3,74,Software Product | 201-500 Employees | Startup | 7 years old | San Francisco +5 more
8985,Ramkrishna Care Hospital,4,74,Healthcare | 501-1k Employees | 31 years old | Raipur +7 more
8986,Best Value Chem,3.4,74,Chemicals | 51-200 Employees | 25 years old | Vadodara/Baroda +3 more
8987,An Pharmaceuticals,3.6,74,Pharma | 51-200 Employees | 22 years old | New Delhi +13 more
8988,Primeone Workforce,4,74,Recruitment | 51-200 Employees | 18 years old | Bhopal +20 more
8989,School of Scholars,4,74,Education & Training | 1-10 Employees | 23 years old | Nagpur +21 more
8990,4I Apps Solutions,4.2,74,IT Services & Consulting | 201-500 Employees | 15 years old | Chennai
8991,Kyb Conmat,4.1,74,Industrial Machinery | 201-500 Employees | 21 years old | Vadodara +14 more
8992,Axis Mutual Fund,4.3,74,Financial Services | 501-1k Employees | Public | 14 years old | Mumbai +25 more
8993,DigitalTrack Solutions,4,74,IT Services & Consulting | 201-500 Employees | 19 years old | Chennai +11 more
8994,SUNDIRECT,4.1,74,16 years old | Chennai +18 more
8995,Air Force School,4,74,Education & Training | 10k-50k Employees (Global) | 68 years old | Delhi/NCR +24 more
8996,Red Tag,3.9,74,Retail | 11-50 Employees | 17 years old | Al Khobar +12 more
8997,Kommineni Infotech,3,74,IT Services & Consulting | 1k-5k Employees (Global) | 25 years old | Hyderabad +21 more
8998,Mgm Hospital,3.7,74,Healthcare | 501-1k Employees | 6 years old | Chennai +11 more
8999,Wizertech Informatics,4,74,IT Services & Consulting | 51-200 Employees | 23 years old | Kolkata +10 more
9000,AddWeb Solution,4.5,74,IT Services & Consulting | 11-50 Employees | 11 years old | Ahmedabad +1 more
9001,Shiksha Financial Services India,3.9,74,Financial Services | 51-200 Employees | 9 years old | Chennai +17 more
9002,Myanatomy Integration,4.7,74,Recruitment | 51-200 Employees | 7 years old | bangalore +3 more
9003,Crescon Projects & Services,3.8,74,IT Services & Consulting | 51-200 Employees | 12 years old | Chennai +6 more
9004,DigiTech Call System,2.6,74,BPO | 7 years old | noida +7 more
9005,Cico Technologies,4.3,74,Chemicals | 201-500 Employees | 93 years old | New Delhi +18 more
9006,Syntel International,3.6,74,Chennai +4 more
9007,Cynoteck Technology Solutions,4.6,74,IT Services & Consulting | 51-200 Employees | 15 years old | Dehradun
9008,Sterling Information Resources,4,74,51-200 Employees | Thane +4 more
9009,DSK Toyota,4.8,74,Automobile | 1k-5k Employees | 23 years old | Pune +6 more
9010,Sagacious IP,4.1,74,11-50 Employees | 15 years old | Everett +3 more
9011,Ananda Dairy,4.2,74,Agriculture | 51-200 Employees | 34 years old | Noida +15 more
9012,Abryl Laboratories Manufacturing Unit,3.8,74,Pharma | 201-500 Employees | 7 years old |  Dera Bassi +4 more
9013,An Pharmaceuticals,3.6,74,Pharma | 51-200 Employees | 22 years old | New Delhi +13 more
9014,Primeone Workforce,4,74,Recruitment | 51-200 Employees | 18 years old | Bhopal +20 more
9015,TNPL,4.2,74,Pulp & Paper | 201-500 Employees | 38 years old | Chennai +6 more
9016,Ruban Memorial Hospital,4.1,74,Healthcare | 501-1k Employees | 23 years old | Patna
9017,FreshToHome,3.6,74,Retail | 1-10 Employees | 8 years old | Bangalore/Bengaluru +16 more
9018,Ketsaal Retails,3.3,74,Other | 11-50 Employees | 6 years old | Noida +1 more
9019,Sevalaya,4.7,74,Chennai +1 more
9020,Dhanuka Laboratories,4.1,74,Pharma | 201-500 Employees | Delhi +6 more
9021,IBM Consulting,3.9,74,10k-50k Employees | Bengaluru/Bangalore +9 more
9022,ContactPoint 360,4.5,74,Other | 201-500 Employees | 16 years old | Mississauga +3 more
9023,Paytail,3.2,74,FinTech | 51-200 Employees | Startup | 3 years old | Delhi +9 more
9024,AIMLAY,3.6,74,Education & Training | 201-500 Employees | New Delhi +3 more
9025,Believe Cosmetics,3.5,74,Bengaluru/Bangalore +12 more
9026,NNIIT,4.7,74,EdTech | 201-500 Employees | Hyderabad/Secunderabad +1 more
9027,AccioJob,4.3,74,EdTech | 51-200 Employees | Startup | 5 years old | Gurgaon +2 more
9028,AchieveX Solutions,4.6,74,IT Services & Consulting | 51-200 Employees | Startup | 6 years old | Kolkata
9029,Sony Pictures Networks,4.1,74,Mumbai +11 more
9030,AstraGen,3.6,73,EdTech | 201-500 Employees | 11 years old | Chennai +10 more
9031,India Post Payments Bank,3.8,73,Banking | 51-200 Employees | Central | New Delhi +32 more
9032,S K Patodia & Associates,3.7,73,Accounting & Auditing | 10k-50k Employees | 31 years old | Mumbai +17 more
9033,International Centre for Automotive Technology,3.2,73,Auto Components | 201-500 Employees | 17 years old | Gurugram +3 more
9034,S.K.B. Builders,3.8,73,Engineering & Construction | 51-200 Employees | 41 years old | New Delhi +14 more
9035,Tatva Global School,4.9,73,Education & Training | 51-200 Employees | Hyderabad/Secunderabad
9036,Nordex India,3.7,73,Internet | 51-200 Employees | 38 years old | Hamburg +10 more
9037,Supr Infotech Solutions,4.3,73,Logistics | 501-1k Employees | Bangalore +13 more
9038,Apollo Cradle,4.1,73,501-1k Employees | 11 years old | Hyderabad +9 more
9039,Valeo Lightning Systems India,3.9,73,201-500 Employees | Chennai +5 more
9040,Kärcher Cleaning Systems,3.6,73,201-500 Employees | 88 years old | Winnenden +19 more
9041,Ksolves India Limited,3.4,73,IT Services & Consulting | 201-500 Employees | Public | 11 years old | Noida +4 more
9042,Han River Technology,4.3,73,51-200 Employees | 10 years old | Kolkata +1 more
9043,Great Champ Technology Limited,3.4,73,EdTech | 501-1k Employees | 13 years old | Noida +2 more
9044,Infotree Global Solutions,4.4,73,New Delhi +6 more
9045,SKS Business Services,3.2,73,Accounting & Auditing | 201-500 Employees | Jamnagar +13 more
9046,Carestream Health,3.8,73,Healthcare | 201-500 Employees | 16 years old | New York +10 more
9047,ECIL RAPISCAN,4.1,73,Electronics Manufacturing | 201-500 Employees | 28 years old | Hyderabad +14 more
9048,Aruba Networks,4.2,73,Hardware & Networking | 501-1k Employees | 21 years old | Santa Clara +2 more
9049,Antal International,3.2,73,Recruitment | 51-200 Employees | 30 years old | London +9 more
9050,Customer Analytics,4.2,73,IT Services & Consulting | 201-500 Employees | 30 years old | Chennai +4 more
9051,ARCOP Associates,4,73,Architecture & Interior Design | 51-200 Employees | 53 years old | New Delhi +5 more
9052,Securonix,2.9,73,Internet | 1k-5k Employees | 16 years old | Addison +3 more
9053,Techved Consulting,3.1,73,IT Services & Consulting | 11-50 Employees | 16 years old | Mumbai +5 more
9054,Swarovski India,3.7,73,Jewellery | 501-1k Employees | 128 years old | Wattens +14 more
9055,SoftNice,3.7,73,IT Services & Consulting | 501-1k Employees | 22 years old | Allentown +6 more
9056,Andhra Pradesh State Road Transport Corporation,4.2,73,Urban Transport | State | 65 years old | Vijayawada +18 more
9057,Web Spiders,2.6,73,IT Services & Consulting | 51-200 Employees | 23 years old | New York +4 more
9058,Contentra Technologies,2,73,Printing & Publishing | 501-1k Employees (Global) | 19 years old | New Delhi +2 more
9059,Hitachi Solutions,4.1,73,IT Services & Consulting | 501-1k Employees | 10 years old | Chiyoda City +7 more
9060,Sanofi Pasteur,4.1,73,5k-10k Employees (Global) | 19 years old | Paris +17 more
9061,Guardian Lifecare,4.2,73,Pharma | 201-500 Employees (Global) | 20 years old | Mumbai +13 more
9062,Xpitax Solutions,4.2,73,Accounting & Auditing | 11-50 Employees | 17 years old | Chennai +2 more
9063,Merit Group,3.7,73,IT Services & Consulting | 501-1k Employees | 20 years old | London +3 more
9064,Suhail Bahwan Group,3.7,73,Management Consulting | 1k-5k Employees | 58 years old | Muscat +10 more
9065,International SOS,3.5,73,Healthcare | 201-500 Employees | 23 years old | Singapore +11 more
9066,Artefact Projects,2.1,73,Agriculture | 1-10 Employees | 2023 years old | Nagpur +11 more
9067,Seneca Global IT Services,4.1,73,IT Services & Consulting | 201-500 Employees | 16 years old | Oak Brook
9068,Smile Electronics,2.9,73,Electronics Manufacturing | 201-500 Employees | Public | 25 years old | Bangalore/Bengaluru +2 more
9069,Transworld Group of Companies,3.7,73,Logistics | 201-500 Employees | 46 years old | Dubai +15 more
9070,Swaraj Automotives,3.9,73,Auto Components | 1-10 Employees | 49 years old | Mohali +9 more
9071,Pearl Academy,3.8,73,Education & Training | 201-500 Employees | 30 years old | New Delhi +7 more
9072,Bharat Cooperative Bank,4.1,73,Financial Services | 1k-5k Employees | Mumbai +13 more
9073,Ashwini Hospital,4,73,Healthcare | 36 years old | Cuttack +14 more
9074,Redco International Wll,3.8,73,Engineering & Construction | 5k-10k Employees (Global) | 41 years old | Doha +4 more
9075,SAL STEEL,3.6,73,Iron & Steel | 201-500 Employees | Public | 20 years old | Gurgaon/Gurugram +5 more
9076,IMA-PG,4.2,73,Medical Equipment | 201-500 Employees | 62 years old | Navi Mumbai +6 more
9077,La opala rg,3.6,73,Retail | 201-500 Employees | Public | 36 years old | Kolkata +7 more
9078,Sarvatra Technologies,4.1,73,FinTech | 201-500 Employees | 23 years old | Pune +7 more
9079,Arihant Superstructures,2.6,73,Real Estate | 51-200 Employees | Public | 40 years old | Navi Mumbai +7 more
9080,Shah Alloys,3.5,73,Iron & Steel | 1k-5k Employees | Public | 33 years old | Ahmedabad +4 more
